table_name,column_name,type,format,maxLength,x-Ed-Fi-isIdentity,items,$ref
studentMigrantEducationProgramAssociation,usMostRecentEntry,string,date,,FALSE,,
studentMigrantEducationProgramAssociation,_etag,string,,,FALSE,,
studentMigrantEducationProgramAssociationMigrantEducationProgramService,migrantEducationProgramServiceDescriptor,string,,306,TRUE,,
studentMigrantEducationProgramAssociationMigrantEducationProgramService,primaryIndicator,boolean,,,FALSE,,
studentMigrantEducationProgramAssociationMigrantEducationProgramService,serviceBeginDate,string,date,,FALSE,,
studentMigrantEducationProgramAssociationMigrantEducationProgramService,serviceEndDate,string,date,,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,id,string,,,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,beginDate,string,date,,TRUE,,
studentNeglectedOrDelinquentProgramAssociation,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
studentNeglectedOrDelinquentProgramAssociation,programReference,,,,FALSE,,#/definitions/programReference
studentNeglectedOrDelinquentProgramAssociation,studentReference,,,,FALSE,,#/definitions/studentReference
studentNeglectedOrDelinquentProgramAssociation,elaProgressLevelDescriptor,string,,306,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,endDate,string,date,,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,mathematicsProgressLevelDescriptor,string,,306,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,neglectedOrDelinquentProgramDescriptor,string,,306,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,neglectedOrDelinquentProgramServices,array,,,FALSE,{$ref=#/definitions/studentNeglectedOrDelinquentProgramAssociationNeglectedOrDelinquentProgramService},
studentNeglectedOrDelinquentProgramAssociation,participationStatus,,,,FALSE,,#/definitions/generalStudentProgramAssociationParticipationStatus
studentNeglectedOrDelinquentProgramAssociation,programParticipationStatuses,array,,,FALSE,{$ref=#/definitions/generalStudentProgramAssociationProgramParticipationStatus},
studentNeglectedOrDelinquentProgramAssociation,reasonExitedDescriptor,string,,306,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,servedOutsideOfRegularSession,boolean,,,FALSE,,
studentNeglectedOrDelinquentProgramAssociation,_etag,string,,,FALSE,,
studentNeglectedOrDelinquentProgramAssociationNeglectedOrDelinquentProgramService,neglectedOrDelinquentProgramServiceDescriptor,string,,306,TRUE,,
studentNeglectedOrDelinquentProgramAssociationNeglectedOrDelinquentProgramService,primaryIndicator,boolean,,,FALSE,,
studentNeglectedOrDelinquentProgramAssociationNeglectedOrDelinquentProgramService,serviceBeginDate,string,date,,FALSE,,
studentNeglectedOrDelinquentProgramAssociationNeglectedOrDelinquentProgramService,serviceEndDate,string,date,,FALSE,,
studentOtherName,otherNameTypeDescriptor,string,,306,TRUE,,
studentOtherName,firstName,string,,75,FALSE,,
studentOtherName,generationCodeSuffix,string,,10,FALSE,,
studentOtherName,lastSurname,string,,75,FALSE,,
studentOtherName,middleName,string,,75,FALSE,,
studentOtherName,personalTitlePrefix,string,,30,FALSE,,
studentParentAssociation,id,string,,,FALSE,,
studentParentAssociation,parentReference,,,,FALSE,,#/definitions/parentReference
studentParentAssociation,studentReference,,,,FALSE,,#/definitions/studentReference
studentParentAssociation,contactPriority,integer,int32,,FALSE,,
studentParentAssociation,contactRestrictions,string,,250,FALSE,,
studentParentAssociation,emergencyContactStatus,boolean,,,FALSE,,
studentParentAssociation,legalGuardian,boolean,,,FALSE,,
studentParentAssociation,livesWith,boolean,,,FALSE,,
studentParentAssociation,primaryContactStatus,boolean,,,FALSE,,
studentParentAssociation,relationDescriptor,string,,306,FALSE,,
studentParentAssociation,_etag,string,,,FALSE,,
studentPersonalIdentificationDocument,identificationDocumentUseDescriptor,string,,306,TRUE,,
studentPersonalIdentificationDocument,personalInformationVerificationDescriptor,string,,306,TRUE,,
studentPersonalIdentificationDocument,issuerCountryDescriptor,string,,306,FALSE,,
studentPersonalIdentificationDocument,documentExpirationDate,string,date,,FALSE,,
studentPersonalIdentificationDocument,documentTitle,string,,60,FALSE,,
studentPersonalIdentificationDocument,issuerDocumentIdentificationCode,string,,60,FALSE,,
studentPersonalIdentificationDocument,issuerName,string,,150,FALSE,,
studentProgramAssociation,id,string,,,FALSE,,
studentProgramAssociation,beginDate,string,date,,TRUE,,
studentProgramAssociation,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
studentProgramAssociation,programReference,,,,FALSE,,#/definitions/programReference
studentProgramAssociation,studentReference,,,,FALSE,,#/definitions/studentReference
studentProgramAssociation,endDate,string,date,,FALSE,,
studentProgramAssociation,participationStatus,,,,FALSE,,#/definitions/generalStudentProgramAssociationParticipationStatus
studentProgramAssociation,programParticipationStatuses,array,,,FALSE,{$ref=#/definitions/generalStudentProgramAssociationProgramParticipationStatus},
studentProgramAssociation,reasonExitedDescriptor,string,,306,FALSE,,
studentProgramAssociation,servedOutsideOfRegularSession,boolean,,,FALSE,,
studentProgramAssociation,services,array,,,FALSE,{$ref=#/definitions/studentProgramAssociationService},
studentProgramAssociation,_etag,string,,,FALSE,,
studentProgramAssociationService,serviceDescriptor,string,,306,TRUE,,
studentProgramAssociationService,primaryIndicator,boolean,,,FALSE,,
studentProgramAssociationService,serviceBeginDate,string,date,,FALSE,,
studentProgramAssociationService,serviceEndDate,string,date,,FALSE,,
studentProgramAttendanceEvent,id,string,,,FALSE,,
studentProgramAttendanceEvent,attendanceEventCategoryDescriptor,string,,306,TRUE,,
studentProgramAttendanceEvent,eventDate,string,date,,TRUE,,
studentProgramAttendanceEvent,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
studentProgramAttendanceEvent,programReference,,,,FALSE,,#/definitions/programReference
studentProgramAttendanceEvent,studentReference,,,,FALSE,,#/definitions/studentReference
studentProgramAttendanceEvent,attendanceEventReason,string,,255,FALSE,,
studentProgramAttendanceEvent,educationalEnvironmentDescriptor,string,,306,FALSE,,
studentProgramAttendanceEvent,eventDuration,number,double,,FALSE,,
studentProgramAttendanceEvent,programAttendanceDuration,integer,int32,,FALSE,,
studentProgramAttendanceEvent,_etag,string,,,FALSE,,
studentReference,studentUniqueId,string,,32,FALSE,,
studentReference,link,,,,FALSE,,#/definitions/link
studentSchoolAssociation,id,string,,,FALSE,,
studentSchoolAssociation,entryDate,string,date,,TRUE,,
studentSchoolAssociation,calendarReference,,,,FALSE,,#/definitions/calendarReference
studentSchoolAssociation,classOfSchoolYearTypeReference,,,,FALSE,,#/definitions/schoolYearTypeReference
studentSchoolAssociation,graduationPlanReference,,,,FALSE,,#/definitions/graduationPlanReference
studentSchoolAssociation,schoolReference,,,,FALSE,,#/definitions/schoolReference::schoolId
studentSchoolAssociation,schoolYearTypeReference,,,,FALSE,,#/definitions/schoolYearTypeReference::schoolYear
studentSchoolAssociation,studentReference,,,,FALSE,,#/definitions/studentReference::studentUniqueId
studentSchoolAssociation,alternativeGraduationPlans,array,,,FALSE,{$ref=#/definitions/studentSchoolAssociationAlternativeGraduationPlan},
studentSchoolAssociation,educationPlans,array,,,FALSE,{$ref=#/definitions/studentSchoolAssociationEducationPlan},
studentSchoolAssociation,employedWhileEnrolled,boolean,,,FALSE,,
studentSchoolAssociation,entryGradeLevelDescriptor,string,,306,FALSE,,
studentSchoolAssociation,entryGradeLevelReasonDescriptor,string,,306,FALSE,,
studentSchoolAssociation,entryTypeDescriptor,string,,306,FALSE,,
studentSchoolAssociation,exitWithdrawDate,string,date,,FALSE,,
studentSchoolAssociation,exitWithdrawTypeDescriptor,string,,306,FALSE,,
studentSchoolAssociation,fullTimeEquivalency,number,double,,FALSE,,
studentSchoolAssociation,primarySchool,boolean,,,FALSE,,
studentSchoolAssociation,repeatGradeIndicator,boolean,,,FALSE,,
studentSchoolAssociation,residencyStatusDescriptor,string,,306,FALSE,,
studentSchoolAssociation,schoolChoiceTransfer,boolean,,,FALSE,,
studentSchoolAssociation,termCompletionIndicator,boolean,,,FALSE,,
studentSchoolAssociation,_etag,string,,,FALSE,,
studentSchoolAssociationAlternativeGraduationPlan,alternativeGraduationPlanReference,,,,FALSE,,#/definitions/graduationPlanReference
studentSchoolAssociationEducationPlan,educationPlanDescriptor,string,,306,TRUE,,
studentSchoolAttendanceEvent,id,string,,,FALSE,,
studentSchoolAttendanceEvent,attendanceEventCategoryDescriptor,string,,306,TRUE,,
studentSchoolAttendanceEvent,eventDate,string,date,,TRUE,,
studentSchoolAttendanceEvent,schoolReference,,,,FALSE,,#/definitions/schoolReference
studentSchoolAttendanceEvent,sessionReference,,,,FALSE,,#/definitions/sessionReference
studentSchoolAttendanceEvent,studentReference,,,,FALSE,,#/definitions/studentReference
studentSchoolAttendanceEvent,arrivalTime,string,,,FALSE,,
studentSchoolAttendanceEvent,attendanceEventReason,string,,255,FALSE,,
studentSchoolAttendanceEvent,departureTime,string,,,FALSE,,
studentSchoolAttendanceEvent,educationalEnvironmentDescriptor,string,,306,FALSE,,
studentSchoolAttendanceEvent,eventDuration,number,double,,FALSE,,
studentSchoolAttendanceEvent,schoolAttendanceDuration,integer,int32,,FALSE,,
studentSchoolAttendanceEvent,_etag,string,,,FALSE,,
studentSchoolFoodServiceProgramAssociation,id,string,,,FALSE,,
studentSchoolFoodServiceProgramAssociation,beginDate,string,date,,TRUE,,
studentSchoolFoodServiceProgramAssociation,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
studentSchoolFoodServiceProgramAssociation,programReference,,,,FALSE,,#/definitions/programReference
studentSchoolFoodServiceProgramAssociation,studentReference,,,,FALSE,,#/definitions/studentReference
studentSchoolFoodServiceProgramAssociation,directCertification,boolean,,,FALSE,,
studentSchoolFoodServiceProgramAssociation,endDate,string,date,,FALSE,,
studentSchoolFoodServiceProgramAssociation,participationStatus,,,,FALSE,,#/definitions/generalStudentProgramAssociationParticipationStatus
studentSchoolFoodServiceProgramAssociation,programParticipationStatuses,array,,,FALSE,{$ref=#/definitions/generalStudentProgramAssociationProgramParticipationStatus},
studentSchoolFoodServiceProgramAssociation,reasonExitedDescriptor,string,,306,FALSE,,
studentSchoolFoodServiceProgramAssociation,schoolFoodServiceProgramServices,array,,,FALSE,{$ref=#/definitions/studentSchoolFoodServiceProgramAssociationSchoolFoodServiceProgramService},
studentSchoolFoodServiceProgramAssociation,servedOutsideOfRegularSession,boolean,,,FALSE,,
studentSchoolFoodServiceProgramAssociation,_etag,string,,,FALSE,,
studentSchoolFoodServiceProgramAssociationSchoolFoodServiceProgramService,schoolFoodServiceProgramServiceDescriptor,string,,306,TRUE,,
studentSchoolFoodServiceProgramAssociationSchoolFoodServiceProgramService,primaryIndicator,boolean,,,FALSE,,
studentSchoolFoodServiceProgramAssociationSchoolFoodServiceProgramService,serviceBeginDate,string,date,,FALSE,,
studentSchoolFoodServiceProgramAssociationSchoolFoodServiceProgramService,serviceEndDate,string,date,,FALSE,,
studentSectionAssociation,id,string,,,FALSE,,
studentSectionAssociation,beginDate,string,date,,TRUE,,
studentSectionAssociation,sectionReference,,,,FALSE,,#/definitions/sectionReference::sessionName:sectionIdentifier:schoolYear:schoolId:localCourseCode
studentSectionAssociation,studentReference,,,,FALSE,,#/definitions/studentReference::studentUniqueId
studentSectionAssociation,attemptStatusDescriptor,string,,306,FALSE,,
studentSectionAssociation,endDate,string,date,,FALSE,,
studentSectionAssociation,homeroomIndicator,boolean,,,FALSE,,
studentSectionAssociation,repeatIdentifierDescriptor,string,,306,FALSE,,
studentSectionAssociation,teacherStudentDataLinkExclusion,boolean,,,FALSE,,
studentSectionAssociation,_etag,string,,,FALSE,,
studentSectionAssociationReference,beginDate,string,date,,FALSE,,
studentSectionAssociationReference,localCourseCode,string,,60,FALSE,,
studentSectionAssociationReference,schoolId,integer,int32,,FALSE,,
studentSectionAssociationReference,schoolYear,integer,int32,,FALSE,,
studentSectionAssociationReference,sectionIdentifier,string,,255,FALSE,,
studentSectionAssociationReference,sessionName,string,,60,FALSE,,
studentSectionAssociationReference,studentUniqueId,string,,32,FALSE,,
studentSectionAssociationReference,link,,,,FALSE,,#/definitions/link
studentSectionAttendanceEvent,id,string,,,FALSE,,
studentSectionAttendanceEvent,attendanceEventCategoryDescriptor,string,,306,TRUE,,
studentSectionAttendanceEvent,eventDate,string,date,,TRUE,,
studentSectionAttendanceEvent,sectionReference,,,,FALSE,,#/definitions/sectionReference
studentSectionAttendanceEvent,studentReference,,,,FALSE,,#/definitions/studentReference
studentSectionAttendanceEvent,arrivalTime,string,,,FALSE,,
studentSectionAttendanceEvent,attendanceEventReason,string,,255,FALSE,,
studentSectionAttendanceEvent,classPeriods,array,,,FALSE,{$ref=#/definitions/studentSectionAttendanceEventClassPeriod},
studentSectionAttendanceEvent,departureTime,string,,,FALSE,,
studentSectionAttendanceEvent,educationalEnvironmentDescriptor,string,,306,FALSE,,
studentSectionAttendanceEvent,eventDuration,number,double,,FALSE,,
studentSectionAttendanceEvent,sectionAttendanceDuration,integer,int32,,FALSE,,
studentSectionAttendanceEvent,_etag,string,,,FALSE,,
studentSectionAttendanceEventClassPeriod,classPeriodReference,,,,FALSE,,#/definitions/classPeriodReference
studentSpecialEducationProgramAssociation,id,string,,,FALSE,,
studentSpecialEducationProgramAssociation,beginDate,string,date,,TRUE,,
studentSpecialEducationProgramAssociation,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
studentSpecialEducationProgramAssociation,programReference,,,,FALSE,,#/definitions/programReference
studentSpecialEducationProgramAssociation,studentReference,,,,FALSE,,#/definitions/studentReference
studentSpecialEducationProgramAssociation,disabilities,array,,,FALSE,{$ref=#/definitions/studentSpecialEducationProgramAssociationDisability},
studentSpecialEducationProgramAssociation,endDate,string,date,,FALSE,,
studentSpecialEducationProgramAssociation,ideaEligibility,boolean,,,FALSE,,
studentSpecialEducationProgramAssociation,iepBeginDate,string,date,,FALSE,,
studentSpecialEducationProgramAssociation,iepEndDate,string,date,,FALSE,,
studentSpecialEducationProgramAssociation,iepReviewDate,string,date,,FALSE,,
studentSpecialEducationProgramAssociation,lastEvaluationDate,string,date,,FALSE,,
studentSpecialEducationProgramAssociation,medicallyFragile,boolean,,,FALSE,,
studentSpecialEducationProgramAssociation,multiplyDisabled,boolean,,,FALSE,,
studentSpecialEducationProgramAssociation,participationStatus,,,,FALSE,,#/definitions/generalStudentProgramAssociationParticipationStatus
studentSpecialEducationProgramAssociation,programParticipationStatuses,array,,,FALSE,{$ref=#/definitions/generalStudentProgramAssociationProgramParticipationStatus},
studentSpecialEducationProgramAssociation,reasonExitedDescriptor,string,,306,FALSE,,
studentSpecialEducationProgramAssociation,schoolHoursPerWeek,number,double,,FALSE,,
studentSpecialEducationProgramAssociation,servedOutsideOfRegularSession,boolean,,,FALSE,,
studentSpecialEducationProgramAssociation,serviceProviders,array,,,FALSE,{$ref=#/definitions/studentSpecialEducationProgramAssociationServiceProvider},
studentSpecialEducationProgramAssociation,specialEducationHoursPerWeek,number,double,,FALSE,,
studentSpecialEducationProgramAssociation,specialEducationProgramServices,array,,,FALSE,{$ref=#/definitions/studentSpecialEducationProgramAssociationSpecialEducationProgramService},
studentSpecialEducationProgramAssociation,specialEducationSettingDescriptor,string,,306,FALSE,,
studentSpecialEducationProgramAssociation,_etag,string,,,FALSE,,
studentSpecialEducationProgramAssociationDisability,disabilityDescriptor,string,,306,TRUE,,
studentSpecialEducationProgramAssociationDisability,disabilityDeterminationSourceTypeDescriptor,string,,306,FALSE,,
studentSpecialEducationProgramAssociationDisability,disabilityDiagnosis,string,,80,FALSE,,
studentSpecialEducationProgramAssociationDisability,orderOfDisability,integer,int32,,FALSE,,
studentSpecialEducationProgramAssociationDisability,designations,array,,,FALSE,{$ref=#/definitions/studentSpecialEducationProgramAssociationDisabilityDesignation},
studentSpecialEducationProgramAssociationDisabilityDesignation,disabilityDesignationDescriptor,string,,306,TRUE,,
studentSpecialEducationProgramAssociationServiceProvider,primaryProvider,boolean,,,FALSE,,
studentSpecialEducationProgramAssociationServiceProvider,staffReference,,,,FALSE,,#/definitions/staffReference
studentSpecialEducationProgramAssociationSpecialEducationProgramService,specialEducationProgramServiceDescriptor,string,,306,TRUE,,
studentSpecialEducationProgramAssociationSpecialEducationProgramService,primaryIndicator,boolean,,,FALSE,,
studentSpecialEducationProgramAssociationSpecialEducationProgramService,serviceBeginDate,string,date,,FALSE,,
studentSpecialEducationProgramAssociationSpecialEducationProgramService,serviceEndDate,string,date,,FALSE,,
studentSpecialEducationProgramAssociationSpecialEducationProgramService,providers,array,,,FALSE,{$ref=#/definitions/studentSpecialEducationProgramAssociationSpecialEducationProgramServiceProvider},
studentSpecialEducationProgramAssociationSpecialEducationProgramServiceProvider,primaryProvider,boolean,,,FALSE,,
studentSpecialEducationProgramAssociationSpecialEducationProgramServiceProvider,staffReference,,,,FALSE,,#/definitions/staffReference
studentTitleIPartAProgramAssociation,id,string,,,FALSE,,
studentTitleIPartAProgramAssociation,beginDate,string,date,,TRUE,,
studentTitleIPartAProgramAssociation,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
studentTitleIPartAProgramAssociation,programReference,,,,FALSE,,#/definitions/programReference
studentTitleIPartAProgramAssociation,studentReference,,,,FALSE,,#/definitions/studentReference
studentTitleIPartAProgramAssociation,endDate,string,date,,FALSE,,
studentTitleIPartAProgramAssociation,participationStatus,,,,FALSE,,#/definitions/generalStudentProgramAssociationParticipationStatus
studentTitleIPartAProgramAssociation,programParticipationStatuses,array,,,FALSE,{$ref=#/definitions/generalStudentProgramAssociationProgramParticipationStatus},
studentTitleIPartAProgramAssociation,reasonExitedDescriptor,string,,306,FALSE,,
studentTitleIPartAProgramAssociation,servedOutsideOfRegularSession,boolean,,,FALSE,,
studentTitleIPartAProgramAssociation,services,array,,,FALSE,{$ref=#/definitions/studentTitleIPartAProgramAssociationService},
studentTitleIPartAProgramAssociation,titleIPartAParticipantDescriptor,string,,306,FALSE,,
studentTitleIPartAProgramAssociation,titleIPartAProgramServices,array,,,FALSE,{$ref=#/definitions/studentTitleIPartAProgramAssociationTitleIPartAProgramService},
studentTitleIPartAProgramAssociation,_etag,string,,,FALSE,,
studentTitleIPartAProgramAssociationService,serviceDescriptor,string,,306,TRUE,,
studentTitleIPartAProgramAssociationService,primaryIndicator,boolean,,,FALSE,,
studentTitleIPartAProgramAssociationService,serviceBeginDate,string,date,,FALSE,,
studentTitleIPartAProgramAssociationService,serviceEndDate,string,date,,FALSE,,
studentTitleIPartAProgramAssociationTitleIPartAProgramService,titleIPartAProgramServiceDescriptor,string,,306,TRUE,,
studentTitleIPartAProgramAssociationTitleIPartAProgramService,primaryIndicator,boolean,,,FALSE,,
studentTitleIPartAProgramAssociationTitleIPartAProgramService,serviceBeginDate,string,date,,FALSE,,
studentTitleIPartAProgramAssociationTitleIPartAProgramService,serviceEndDate,string,date,,FALSE,,
studentVisa,visaDescriptor,string,,306,TRUE,,
survey,id,string,,,FALSE,,
survey,namespace,string,,255,TRUE,,
survey,surveyIdentifier,string,,60,TRUE,,
survey,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
survey,schoolYearTypeReference,,,,FALSE,,#/definitions/schoolYearTypeReference
survey,sessionReference,,,,FALSE,,#/definitions/sessionReference
survey,numberAdministered,integer,int32,,FALSE,,
survey,surveyCategoryDescriptor,string,,306,FALSE,,
survey,surveyTitle,string,,255,FALSE,,
survey,_etag,string,,,FALSE,,
surveyCourseAssociation,id,string,,,FALSE,,
surveyCourseAssociation,courseReference,,,,FALSE,,#/definitions/courseReference
surveyCourseAssociation,surveyReference,,,,FALSE,,#/definitions/surveyReference
surveyCourseAssociation,_etag,string,,,FALSE,,
surveyProgramAssociation,id,string,,,FALSE,,
surveyProgramAssociation,programReference,,,,FALSE,,#/definitions/programReference
surveyProgramAssociation,surveyReference,,,,FALSE,,#/definitions/surveyReference
surveyProgramAssociation,_etag,string,,,FALSE,,
surveyQuestion,id,string,,,FALSE,,
surveyQuestion,questionCode,string,,60,TRUE,,
surveyQuestion,surveyReference,,,,FALSE,,#/definitions/surveyReference
surveyQuestion,surveySectionReference,,,,FALSE,,#/definitions/surveySectionReference
surveyQuestion,matrices,array,,,FALSE,{$ref=#/definitions/surveyQuestionMatrix},
surveyQuestion,questionFormDescriptor,string,,306,FALSE,,
surveyQuestion,questionText,string,,1024,FALSE,,
surveyQuestion,responseChoices,array,,,FALSE,{$ref=#/definitions/surveyQuestionResponseChoice},
surveyQuestion,_etag,string,,,FALSE,,
surveyQuestionMatrix,matrixElement,string,,255,TRUE,,
surveyQuestionMatrix,maxRawScore,integer,int32,,FALSE,,
surveyQuestionMatrix,minRawScore,integer,int32,,FALSE,,
surveyQuestionReference,namespace,string,,255,FALSE,,
surveyQuestionReference,questionCode,string,,60,FALSE,,
surveyQuestionReference,surveyIdentifier,string,,60,FALSE,,
surveyQuestionReference,link,,,,FALSE,,#/definitions/link
surveyQuestionResponse,id,string,,,FALSE,,
surveyQuestionResponse,surveyQuestionReference,,,,FALSE,,#/definitions/surveyQuestionReference
surveyQuestionResponse,surveyResponseReference,,,,FALSE,,#/definitions/surveyResponseReference
surveyQuestionResponse,comment,string,,1024,FALSE,,
surveyQuestionResponse,noResponse,boolean,,,FALSE,,
surveyQuestionResponse,surveyQuestionMatrixElementResponses,array,,,FALSE,{$ref=#/definitions/surveyQuestionResponseSurveyQuestionMatrixElementResponse},
surveyQuestionResponse,values,array,,,FALSE,{$ref=#/definitions/surveyQuestionResponseValue},
surveyQuestionResponse,_etag,string,,,FALSE,,
surveyQuestionResponseChoice,sortOrder,integer,int32,,TRUE,,
surveyQuestionResponseChoice,numericValue,integer,int32,,FALSE,,
surveyQuestionResponseChoice,textValue,string,,255,FALSE,,
surveyQuestionResponseSurveyQuestionMatrixElementResponse,matrixElement,string,,255,TRUE,,
surveyQuestionResponseSurveyQuestionMatrixElementResponse,maxNumericResponse,integer,int32,,FALSE,,
surveyQuestionResponseSurveyQuestionMatrixElementResponse,minNumericResponse,integer,int32,,FALSE,,
surveyQuestionResponseSurveyQuestionMatrixElementResponse,noResponse,boolean,,,FALSE,,
surveyQuestionResponseSurveyQuestionMatrixElementResponse,numericResponse,integer,int32,,FALSE,,
surveyQuestionResponseSurveyQuestionMatrixElementResponse,textResponse,string,,2048,FALSE,,
surveyQuestionResponseValue,surveyQuestionResponseValueIdentifier,integer,int32,,TRUE,,
surveyQuestionResponseValue,numericResponse,integer,int32,,FALSE,,
surveyQuestionResponseValue,textResponse,string,,2048,FALSE,,
surveyReference,namespace,string,,255,FALSE,,
surveyReference,surveyIdentifier,string,,60,FALSE,,
surveyReference,link,,,,FALSE,,#/definitions/link
surveyResponse,id,string,,,FALSE,,
surveyResponse,surveyResponseIdentifier,string,,60,TRUE,,
surveyResponse,parentReference,,,,FALSE,,#/definitions/parentReference
surveyResponse,staffReference,,,,FALSE,,#/definitions/staffReference
surveyResponse,studentReference,,,,FALSE,,#/definitions/studentReference
surveyResponse,surveyReference,,,,FALSE,,#/definitions/surveyReference
surveyResponse,electronicMailAddress,string,,128,FALSE,,
surveyResponse,fullName,string,,80,FALSE,,
surveyResponse,location,string,,75,FALSE,,
surveyResponse,responseDate,string,date,,FALSE,,
surveyResponse,responseTime,integer,int32,,FALSE,,
surveyResponse,surveyLevels,array,,,FALSE,{$ref=#/definitions/surveyResponseSurveyLevel},
surveyResponse,_etag,string,,,FALSE,,
surveyResponse,_ext,,,,FALSE,,#/definitions/surveyResponseExtensions
surveyResponseEducationOrganizationTargetAssociation,id,string,,,FALSE,,
surveyResponseEducationOrganizationTargetAssociation,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
surveyResponseEducationOrganizationTargetAssociation,surveyResponseReference,,,,FALSE,,#/definitions/surveyResponseReference
surveyResponseEducationOrganizationTargetAssociation,_etag,string,,,FALSE,,
surveyResponseReference,namespace,string,,255,FALSE,,
surveyResponseReference,surveyIdentifier,string,,60,FALSE,,
surveyResponseReference,surveyResponseIdentifier,string,,60,FALSE,,
surveyResponseReference,link,,,,FALSE,,#/definitions/link
surveyResponseStaffTargetAssociation,id,string,,,FALSE,,
surveyResponseStaffTargetAssociation,staffReference,,,,FALSE,,#/definitions/staffReference
surveyResponseStaffTargetAssociation,surveyResponseReference,,,,FALSE,,#/definitions/surveyResponseReference
surveyResponseStaffTargetAssociation,_etag,string,,,FALSE,,
surveyResponseSurveyLevel,surveyLevelDescriptor,string,,306,TRUE,,
surveySection,id,string,,,FALSE,,
surveySection,surveySectionTitle,string,,255,TRUE,,
surveySection,surveyReference,,,,FALSE,,#/definitions/surveyReference
surveySection,_etag,string,,,FALSE,,
surveySectionAssociation,id,string,,,FALSE,,
surveySectionAssociation,sectionReference,,,,FALSE,,#/definitions/sectionReference
surveySectionAssociation,surveyReference,,,,FALSE,,#/definitions/surveyReference
surveySectionAssociation,_etag,string,,,FALSE,,
surveySectionReference,namespace,string,,255,FALSE,,
surveySectionReference,surveyIdentifier,string,,60,FALSE,,
surveySectionReference,surveySectionTitle,string,,255,FALSE,,
surveySectionReference,link,,,,FALSE,,#/definitions/link
surveySectionResponse,id,string,,,FALSE,,
surveySectionResponse,surveyResponseReference,,,,FALSE,,#/definitions/surveyResponseReference
surveySectionResponse,surveySectionReference,,,,FALSE,,#/definitions/surveySectionReference
surveySectionResponse,sectionRating,number,double,,FALSE,,
surveySectionResponse,_etag,string,,,FALSE,,
surveySectionResponseEducationOrganizationTargetAssociation,id,string,,,FALSE,,
surveySectionResponseEducationOrganizationTargetAssociation,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
surveySectionResponseEducationOrganizationTargetAssociation,surveySectionResponseReference,,,,FALSE,,#/definitions/surveySectionResponseReference
surveySectionResponseEducationOrganizationTargetAssociation,_etag,string,,,FALSE,,
surveySectionResponseReference,namespace,string,,255,FALSE,,
surveySectionResponseReference,surveyIdentifier,string,,60,FALSE,,
surveySectionResponseReference,surveyResponseIdentifier,string,,60,FALSE,,
surveySectionResponseReference,surveySectionTitle,string,,255,FALSE,,
surveySectionResponseReference,link,,,,FALSE,,#/definitions/link
surveySectionResponseStaffTargetAssociation,id,string,,,FALSE,,
surveySectionResponseStaffTargetAssociation,staffReference,,,,FALSE,,#/definitions/staffReference
surveySectionResponseStaffTargetAssociation,surveySectionResponseReference,,,,FALSE,,#/definitions/surveySectionResponseReference
surveySectionResponseStaffTargetAssociation,_etag,string,,,FALSE,,
link,rel,string,,,FALSE,,
link,href,string,,,FALSE,,
schoolExtensions,TPDM,,,,FALSE,,#/definitions/schoolExtension
surveyResponseExtensions,TPDM,,,,FALSE,,#/definitions/surveyResponseExtension
candidate,id,string,,,FALSE,,
candidate,candidateIdentifier,string,,32,TRUE,,
candidate,personReference,,,,FALSE,,#/definitions/personReference
candidate,addresses,array,,,FALSE,{$ref=#/definitions/candidateAddress},
candidate,birthCity,string,,30,FALSE,,
candidate,birthCountryDescriptor,string,,306,FALSE,,
candidate,birthDate,string,date,,FALSE,,
candidate,birthInternationalProvince,string,,150,FALSE,,
candidate,birthSexDescriptor,string,,306,FALSE,,
candidate,birthStateAbbreviationDescriptor,string,,306,FALSE,,
candidate,dateEnteredUS,string,date,,FALSE,,
candidate,disabilities,array,,,FALSE,{$ref=#/definitions/candidateDisability},
candidate,displacementStatus,string,,30,FALSE,,
candidate,economicDisadvantaged,boolean,,,FALSE,,
candidate,electronicMails,array,,,FALSE,{$ref=#/definitions/candidateElectronicMail},
candidate,englishLanguageExamDescriptor,string,,306,FALSE,,
candidate,firstGenerationStudent,boolean,,,FALSE,,
candidate,firstName,string,,75,FALSE,,
candidate,genderDescriptor,string,,306,FALSE,,
candidate,generationCodeSuffix,string,,10,FALSE,,
candidate,hispanicLatinoEthnicity,boolean,,,FALSE,,
